Input,Target Gloss,Predicted Gloss
"prior authorisation for hospital treatment has to remain a safeguard mechanism , applicable when justified .",DESC-PRIOR AUTHORISATION FOR HOSPITAL TREATMENT HAVE TO REMAIN SAFEGUARD MECHANISM DESC-APPLICABLE WHEN DESC-JUSTIFIED,DESC-PRIOR AUTHORISE FOR HOSPITAL TREATMENT HAVE TO REMAIN SAFEGUARD MECHANISM DESC-APPLICABLE WHEN DESC-JUSTIFIED
we look forward to the implementation of the arab peace initiative .,X-WE LOOK DESC-FORWARD TO IMPLEMENTATION ARAB PEACE INITIATIVE,X-WE LOOK DESC-FORWARD TO IMPLEMENTATION DESC-ARAB PEACE INITIATIVE
"otherwise we have to vote on the corresponding part of amendment thank you mrs ţicău , we take due note of your observation .",U X-WE TAKE DESC-DUE NOTE X-YOU OBSERVATION AMENDMENT THANK X-YOU MR,X-WE TAKE DESC-DUE NOTE X-YOU OBSERVATION THANK X-YOU MR
"as president préval says , reconstruction must be carried out more effectively .",AS PRESIDENT PR?VAL SAY RECONSTRUCTION MUST BE CARRY OUT MORE DESC-EFFECTIVELY,AS PRESIDENT PREVAL SAY RECONSTRUCTION MUST BE CARRY OUT MORE DESC-EFFECTIVELY
what i found pleasing about the special summit was that there was a gender balance .,WHAT X-I FIND PLEASE ABOUT DESC-SPECIAL SUMMIT BE THAT DESC-RE BE GENDER BALANCE,WHAT X-I FIND DESC-PLEASANT ABOUT DESC-SPECIAL SUMMIT BE THAT DESC-RE BE GENDER BALANCE
"mr president , the prison at guantánamo bay was a necessary creation of the united states at the time .",MR PRESIDENT PRISON AT GUANTÀ`NAMO BAY BE DESC-NECESSARY CREATION UNITE STATE AT TIME,MR PRESIDENT PRISON AT GUANTNAMO BAY BE DESC-NECESSARY CREATION UNITE STATE AT TIME
even investment in ailing economic structures seems to be a possibility .,DESC-EVEN INVESTMENT IN AIL DESC-ECONOMIC STRUCTURE SEEM TO BE POSSIBILITY,DESC-EVEN INVESTMENT IN DESC-AILING DESC-ECONOMIC STRUCTURE SEEM TO BE POSSIBILITY
"however , there are two reasons why i absolutely cannot smile about this .",DESC-HOWEVER DESC-RE BE TWO REASON WHY X-I DESC-ABSOLUTELY CAN DESC-NOT SMILE ABOUT THIS,DESC-HOWEVER DESC-RE BE TWO REASON WHY X-I DESC-ABSOLUTELY CAN DESC-NOT SMOOK ABOUT THIS
"i believe , notwithstanding all of the hard work and goodwill , that meps should reject this proposal .",X-I BELIEVE NOTWITHSTANDING ALL DESC-HARD WORK AND GOODWILL THAT MEP SHOULD REJECT THIS PROPOSAL,X-I BELIEVE DESPITE ALL DESC-HARD WORK AND GOODWILL THAT MEP SHOULD REJECT THIS PROPOSAL
ro i firmly believe that europe 2020 will create a more economically powerful and more innovative europe .,RO X-I DESC-FIRMLY BELIEVE THAT EUROPE 2020 WILL CREATE MORE DESC-ECONOMICALLY DESC-POWERFUL AND MORE DESC-INNOVATIVE EUROPE,RO X-I DESC-FIRMLY BELIEVE THAT EUROPE 2020 WILL CREATE MORE DESC-ECONOMICLY DESC-POWERFUL AND MORE DESC-INNOVATIVE EUROPE
this is a huge machine which must work smoothly .,THIS BE DESC-HUGE MACHINE WHICH MUST WORK DESC-SMOOTHLY,THIS BE DESC-HUGE MACHINE WHICH MUST WORK DESC-SLOWLY
"our smes , which make up 99 % of europe's productive fabric , need freedom from bureaucracy .",X-WE SME WHICH MAKE DESC-UP 99 % EUROPE X-POSS DESC-PRODUCTIVE FABRIC NEED FREEDOM FROM BUREAUCRACY,X-WE SME WHICH MAKE DESC-UP 99 % EUROPE X-POSS DESC-PRODUCTIVE TEXT NEED FREEDOM FROM BUREAUCRACY
this is a very wide ranging directive .,THIS BE DESC-VERY DESC-WIDE RANGE DIRECTIVE,THIS BE DESC-VERY DESC-WIDE RANG DIRECTIVE
i voted for this report and mrs gibault and i cooperated very well .,X-I VOTE FOR THIS REPORT AND MR GIBAULT AND X-I COOPERATE DESC-VERY DESC-WELL,X-I VOTE FOR THIS REPORT AND MR GIGAULT AND X-I COOPERATE DESC-VERY DESC-WELL
our directive on ecodesign aims at innovation .,X-WE DIRECTIVE ON ECODESIGN AIM AT INNOVATION,X-WE DIRECTIVE ON ECODEVELOP AIM AT INNOVATION
you have confirmed that yourselves .,X-YOU HAVE CONFIRM THAT YOURSELVE,X-YOU HAVE CONFIRM THAT X-YOU
"unfortunately , in this area we hungarians of slovakia cannot be entirely satisfied .",DESC-UNFORTUNATELY IN THIS AREA X-WE DESC-HUNGARIAN SLOVAKIUM CAN DESC-NOT BE DESC-ENTIRELY DESC-SATISFIED,DESC-UNFORTUNATELY IN THIS AREA X-WE DESC-HUNGARIAN SLOVAKIUM CAN DESC-NOT BE DESC-ENTIRELY SATISFY
breastfeeding a child is very important for its immunity and biological health .,BREASTFEED CHILD BE DESC-VERY DESC-IMPORTANT FOR X-ITS IMMUNITY AND DESC-BIOLOGICAL HEALTH,BREAST CHILD BE DESC-VERY DESC-IMPORTANT FOR X-ITS IMMUNITY AND DESC-BITAL HEALTH
but i have no difficulty with the wordssubjectsandcitizens.,BUT X-I HAVE NO DIFFICULTY WITH WORDSSUBJECTSANDCITIZEN,BUT X-I HAVE NO DIFFICULTY WITH WORDSSUJECTANDCITIZEN
"unfortunately , this motion was not passed , although it was written together by all groups of this house .",DESC-UNFORTUNATELY THIS MOTION BE DESC-NOT PASS ALTHOUGH X-IT BE WRITE DESC-TOGER BY ALL GROUP THIS HOUSE,DESC-UNFORTUNATELY THIS MOTION BE DESC-NOT PASS WHILE X-IT BE WRITE DESC-TOGER BY ALL GROUP THIS HOUSE
we must not overlook the matter of teaching tolerance quite the contrary .,X-WE MUST DESC-NOT OVERLOOK MATTER TEACHING TOLERANCE DESC-QUITE CONTRARY,X-WE MUST DESC-NOT OVERLOOK MATTER TEACH TOLERANCE DESC-QUITE CONTRARY
mr topolánek and his entire cabinet have proved that it is possible .,NEK AND X-HE DESC-ENTIRE CABINET HAVE PROVE THAT X-IT BE DESC-POSSIBLE,X-HE DESC-ENTIRE CABINET HAVE PROVE THAT X-IT BE DESC-POSSIBLE
report friedrich wilhelm graefe zu baringdorf,REPORT FRIEDRICH WILHELM GRAEFE ZU BARINGDORF,REPORT FRIEDRICH WILhelm GRAEFE ZU BARINGDOLF
the principle of statesterritorial integrity is sacred and must be respected in the future .,PRINCIPLE DESC-STATESTERRITORIAL INTEGRITY BE DESC-SACRED AND MUST BE RESPECT IN FUTURE,PRINCIPLE STATESTERRITORIAL INTEGRITY BE DESC-SACRED AND MUST BE RESPECT IN FUTURE
"in other words , market economics .",IN DESC-OR WORD MARKET ECONOMICS,IN DESC-OR WORD MARKET DESC-ECONOMICS
this is what i would call back home one of the more classic european parliament dossiers .,THIS BE WHAT X-I WOULD CALL DESC-BACK HOME ONE MORE DESC-CLASSIC EUROPEAN PARLIAMENT DOSSIER,THIS BE WHAT X-I WOULD CALL DESC-BACK HOME ONE MORE DESC-CLASSIC EUROPEAN PARLIAMENT DOCUMENT
we cannot accept the liberal group's presumption to the right to monopolise the principle of non discrimination .,X-WE CAN DESC-NOT ACCEPT DESC-LIBERAL GROUP X-POSS PRESUMPTION TO DESC-RIGHT TO MONOPOLISE PRINCIPLE NON DISCRIMINATION,X-WE CAN DESC-NOT ACCEPT DESC-LIBERAL GROUP X-POSS PRESUMPTION TO DESC-RIGHT TO MONOPOLYISE PRINCIPLE NON DISCRIMINATION
"furthermore , it is imperative that the eu supports the renewal and strengthening of an african union peace force .",DESC-FURRMORE X-IT BE DESC-IMPERATIVE THAT EU SUPPORT RENEWAL AND STRENGN AFRICAN UNION PEACE FORCE,DESC-FURRMORE X-IT BE DESC-IMPERATIVE THAT EU SUPPORT RENOUVELATION AND STRENGN AFRICAN UNION PEACE FORCE
these two years of terrible global economic crisis have shown that the euro has firmly anchored us to stability .,SE TWO YEAR DESC-TERRIBLE DESC-GLOBAL DESC-ECONOMIC CRISIS HAVE SHOW THAT EURO HAVE DESC-FIRMLY ANCHOR X-WE TO STABILITY,SE TWO YEAR DESC-TERRIBLE DESC-GLOBAL DESC-ECONOMIC CRISIS HAVE SHOW THAT EURO HAVE DESC-FIRMLY ANSWER X-WE TO STABILITY
tensions between ethiopia and eritrea over disputed territory are still likely to flare up at any moment .,TENSION BETWEEN ETHIOPIUM AND ERITREA OVER DISPUTE TERRITORY BE DESC-STILL DESC-LIKELY TO FLARE DESC-UP AT ANY MOMENT,TENSION BETWEEN ETHIOPIUM AND ERITREA OVER DISPUTE TERRITORY BE DESC-STILL DESC-LIKELY TO FLAG DESC-UP AT ANY MOMENT
the kozloduy power plant is situated four kilometres from the river danube and 150 kilometres from bucharest .,KOZLODUY POWER PLANT BE SITUATE FOUR KILOMETRE FROM RIVER DANUBE AND 150 KILOMETRE FROM BUCHAREST,KOZLODUY POWER PLANT BE SIT FOUR KILLIMETRY FROM RIVER DANUBE AND 150 KILLIMETRY FROM BAURSAT
technical reasons cannot be used to postpone voting on reports which have serious repercussions for european citizens .,DESC-TECHNICAL REASON CAN DESC-NOT BE USE TO POSTPONE VOTING ON REPORT WHICH HAVE DESC-SERIOUS REPERCUSSION FOR EUROPEAN CITIZEN,DESC-TECHNICAL REASON CAN DESC-NOT BE USE TO POSTPONE VOTE ON REPORT WHICH HAVE DESC-SERIOUS REPERCUSSION FOR EUROPEAN CITIZEN
i believe that the accession talks with croatia will be completed by the end of 200let them give back what they stole from our istrian and dalmatian refugees from 1947 onwards .,X-I BELIEVE THAT ACCESSION TALK WITH CROATIUM WILL BE DESC-COMPLETE BY END 200LET X-Y GIVE DESC-BACK WHAT X-Y STEAL FROM X-WE ISTRIAN AND DALMATIAN REFUGEE FROM 1947 DESC-ONWARD,X-I BELIEVE THAT ACCESSION TALK WITH CROATIUM WILL BE DESC-COMPLETE BY END DESC-200LET X-Y GIVE DESC-BACK WHAT X-Y STOCK FROM X-WE ISRAIAN AND DALMAIAN REFUGEE FROM 1947 DESC-ONWARDS
"however , situations need to be avoided where the eu's involvement is prolonged ad infinitum .",DESC-HOWEVER SITUATION NEED TO BE AVOID WHERE EU X-POSS INVOLVEMENT BE PROLONG AD INFINITUM,DESC-HOWEVER SITUATION NEED TO BE AVOID WHERE EU X-POSS INVOLVEMENT BE PROLONG AD DESC-INFINITUM
it is cosying up to the tyrants in beijing and isolating taiwan .,X-IT BE DESC-COSY DESC-UP TO TYRANT IN BEIJING AND ISOLATE TAIWAN,X-IT BE COSY DESC-UP TO TYRANT IN BEIJING AND ISOLATE TAIWAN
pactio olisipiensis censenda est !,PACTIO OLISIPIENSIS CENSENDA EST,PACTIO OLISIPIANSIS CENSENDA EST
the percentage of fraud uncovered is extremely low and has been identified in just a few isolated cases .,PERCENTAGE FRAUD UNCOVER BE DESC-EXTREMELY DESC-LOW AND HAVE BE IDENTIFY IN DESC-JUST DESC-FEW ISOLATE CASE,PROCENTAGE FRAUD UNDERSTAND BE DESC-EXTREMELY DESC-LOW AND HAVE BE IDENTIFY IN DESC-JUST DESC-FEW ISOLVE CASE
but a strategic partnership is not about thinking alike on each and every matter .,BUT DESC-STRATEGIC PARTNERSHIP BE DESC-NOT ABOUT THINK DESC-ALIKE ON EACH AND EVERY MATTER,BUT DESC-STRATEGIC PARTNERSHIP BE DESC-NOT ABOUT THINK DESC-ALIVE ON EACH AND EVERY MATTER
it is simply a question of carrying out this planning .,X-IT BE DESC-SIMPLY QUESTION CARRY OUT THIS PLANNING,X-IT BE DESC-SIMPLY QUESTION CARRY OUT THIS PLAN
shame on any member who proclaims such obscene adulation of men of blood !,SHAME ON ANY MEMBER WHO PROCLAIM DESC-SUCH DESC-OBSCENE ADULATION MAN BLOOD,SHAME ON ANY MEMBER WHO PRONOUNCE DESC-SUCH DESC-OBSCISE ADULATION MAN BLOOD
and you seem to have ignored the benefits of crop rotation .,AND X-YOU SEEM TO HAVE IGNORE BENEFIT CROP ROTATION,AND X-YOU SEEM TO HAVE IGNORE BENEFIT COOP ROOT
"so the high representative / vice president of the commission is , as we say , usually double hatted .",DESC-SO DESC-HIGH REPRESENTATIVE VICE PRESIDENT COMMISSION BE AS X-WE SAY DESC-USUALLY DESC-DOUBLE HAT,DESC-SO DESC-HIGH REPRESENTATIVE VICE PRESIDENT COMMISSION BE AS X-WE SAY DESC-USUALLY DESC-DOUBLE HAUTE
trade protectionism is a potential threat in any global recession .,TRADE PROTECTIONISM BE POTENTIAL THREAT IN ANY DESC-GLOBAL RECESSION,TRADE PROTECTIONISM BE POTENTIAL THREAT IN ANY DESC-GLOBAL RESULT
pactio olisipiensis censenda est !,PACTIO OLISIPIENSIS CENSENDA EST,PACTIO OLISIPIANSIS CENSENDA EST
the images of devastation and suffering have been shown all over the world and no one has remained indifferent .,IMAGE DEVASTATION AND SUFFER HAVE BE SHOW ALL OVER WORLD AND NO ONE HAVE REMAIN DESC-INDIFFERENT,IMAGES DEVASTATION AND SUFFER HAVE BE SHOW ALL OVER WORLD AND NO ONE HAVE REMAIN DESC-INDIFFERENT
"on the other hand , mr turmes's speech was true in many respects , particularly concerning fund management .",ON DESC-OR HAND MR TURME X-POSS SPEECH BE DESC-TRUE IN DESC-MANY RESPECTS DESC-PARTICULARLY CONCERN FUND MANAGEMENT,ON DESC-OR HAND MR TURMES X-POSS SPEECH BE DESC-TRUE IN DESC-MANY RESPECTS DESC-PARTICULARLY CONCERN FUND MANAGEMENT
the doctrine applied over the last 20 years has failed spectacularly .,DOCTRINE APPLY OVER DESC-LAST 20 YEAR HAVE FAIL DESC-SPECTACULARLY,DOCUMENT APPLY OVER DESC-LAST 20 YEAR HAVE FAIL DESC-SPECTACULARLY
"thus , we would contribute to the security of passengers who use airlinesservices .",DESC-THUS X-WE WOULD CONTRIBUTE TO SECURITY PASSENGER WHO USE AIRLINESSERVICE,DESC-THUS X-WE WOULD CONTRIBUTE TO SECURITY PASSENGER WHO USE AIRLINESERVICE
i do not see our union asabsorbingnations .,X-I DO DESC-NOT SEE X-WE UNION ASABSORBINGNATION,X-I DO DESC-NOT SEE X-WE UNION ASABSORPTIONNATION
"i am grateful to our rapporteur , mr hökmark .",KMARK DESC-GRATEFUL TO X-WE RAPPORTEUR MR H,X-I BE DESC-GRATEFUL TO X-WE RAPPORTEUR MR HöKMARK
sánchez presedo report,SÀ`NCHEZ PRESEDO REPORT,Sánchez PRESEDO REPORT
"we were not exactly thrilled , because we felt that several elements were missing .",X-WE BE DESC-NOT DESC-EXACTLY THRILL BECAUSE X-WE FEEL THAT DESC-SEVERAL ELEMENT BE MISS,X-WE BE DESC-NOT DESC-EXACTLY DESC-SPOILED BECAUSE X-WE FEEL THAT DESC-SEVERAL ELEMENT BE MISS
"the eu and , more importantly , the political actors failed dramatically in the financial crisis .",EU AND MORE DESC-IMPORTANTLY DESC-POLITICAL ACTOR FAIL DESC-DRAMATICALLY IN DESC-FINANCIAL CRISIS,EU AND MORE DESC-IMPORTANTLY DESC-POLITICAL ACTOR FAIL DESC-DRAMATICLY IN DESC-FINANCIAL CRISIS
referral to committees see minutes,REFERRAL TO COMMITTEE SEE MINUTE,REFERENCE TO COMMITTEE SEE MINUTE
the eu's leaders were conspicuous by their absence .,EU X-POSS LEADER BE DESC-CONSPICUOUS BY X-Y ABSENCE,EU X-POSS LEADER BE DESC-CONSIDEROUS BY X-Y ABSENCE
"thousands of students are demonstrating , they are taking to the streets and occupying lecture theatres .",THOUSAND STUDENT BE DEMONSTRATE X-Y BE TAKE TO STREET AND OCCUPY LECTURE ATER,THOUSAND STUDENT BE DEMONSTRATE X-Y BE TAKE TO STREET AND OCCUPY LECTURE THEATRE
it is also vital that the member statescommitment to crate becomes effective .,X-IT BE DESC-ALSO DESC-VITAL THAT MEMBER STATESCOMMITMENT TO CRATE BECOME DESC-EFFECTIVE,X-IT BE DESC-ALSO DESC-VITAL THAT MEMBER STATESCOMMITMENT TO CRAT BECOME DESC-EFFECTIVE
how can russia and other nations fail to see in all that anything but an aggressive attitude ?,HOW CAN RUSSIUM AND DESC-OR NATION FAIL TO SEE IN ALL THAT ANYTHING BUT DESC-AGGRESSIVE ATTITUDE,HOW CAN RUSSIUM AND DESC-OR NATION FAIL TO SEE IN ALL THAT ANYTHING BUT DESC-ARGENTIVE ATTITUDE
"it is quite likely , in my view , that the uk will lose the opt out .",X-IT BE DESC-QUITE DESC-LIKELY IN X-MY VIEW THAT UK WILL LOSE OPT OUT,X-IT BE DESC-QUITE DESC-LIKELY IN X-MY VIEW THAT UK WILL LOSE OPTION OUT
we have gladly taken on board the profound changes the internet has wrought .,X-WE HAVE DESC-GLADLY TAKE ON BOARD DESC-PROFOUND CHANGE INTERNET HAVE WORK,X-WE HAVE DESC-GLADLY TAKE ON BOARD DESC-PROFOUNDING CHANGE INTERNET HAVE WIND
"i am thinking about furniture consisting of mdf and chipboard that is made of recycled wood , for example .",X-I BE THINK ABOUT FURNITURE CONSIST MDF AND CHIPBOARD THAT BE MAKE DESC-RECYCLED WOOD FOR EXAMPLE,X-I BE THINK ABOUT FURNITURE CONSIST MDF AND CHIPBOARD THAT BE MAKE RECYCLEWOOD FOR EXAMPLE
the first question asks how the commission intends to promote and foster migration to sepa instruments .,DESC-FIRST QUESTION ASK HOW COMMISSION INTEND TO PROMOTE AND DESC-FOSTER MIGRATION TO SEPA INSTRUMENT,DESC-FIRST QUESTION ASK HOW COMMISSION INTEND TO PROMOTE AND FURTHER MIGRATION TO SEPA INSTRUMENT
i therefore fully support the introduction of a european quality logo for products originating exclusively from the eu .,X-I DESC-REFORE DESC-FULLY SUPPORT INTRODUCTION EUROPEAN QUALITY LOGO FOR PRODUCT ORIGINATE DESC-EXCLUSIVELY FROM EU,X-I DESC-REFORE DESC-FULLY SUPPORT INTRODUCTION EUROPEAN QUALITY LOGO FOR PRODUCT OCCUR DESC-EXCLUSIVELY FROM EU
"returning to more serious matters , the economic contraction in the countries of central europe has reached drastic proportions .",RETURN TO MORE DESC-SERIOUS MATTER DESC-ECONOMIC CONTRACTION IN COUNTRY DESC-CENTRAL EUROPE HAVE REACH DESC-DRASTIC PROPORTION,RETURN TO MORE DESC-SERIOUS MATTER DESC-ECONOMIC CONTRACT IN COUNTRY DESC-CENTRAL EUROPE HAVE REACH DESC-DRASTIC PROPORTION
"of course , we also condemn the coup d état and any attempt to seize power by undemocratic means .",COURSE X-WE DESC-ALSO CONDEMN COUP D ?TAT AND ANY ATTEMPT TO SEIZE POWER BY DESC-UNDEMOCRATIC MEANS,COURSE X-WE DESC-ALSO CONDEMN COUP D État AND ANY ATTEMPT TO SEIZE POWER BY DESC-UNDEMOCRATIC MEANS
but i would like to point out two pitfalls here .,BUT X-I WOULD LIKE TO POINT OUT TWO PITFALL DESC-HERE,BUT X-I WOULD LIKE TO POINT OUT TWO CHALLENGE DESC-HERE
"finally , we need to step up our own engagement with the arab league countries .",DESC-FINALLY X-WE NEED TO STEP DESC-UP X-WE DESC-OWN ENGAGEMENT WITH ARAB LEAGUE COUNTRY,DESC-FINALLY X-WE NEED TO STEP DESC-UP X-WE DESC-OWN ENGAGEMENT WITH DESC-ARAB LEGION COUNTRY
la seduta è tolta alle 00.25,LA SEDUTA TOLTA ALLE 00.25,LA SEDUTA è TOLTA ALLE 00.25
"it says that , under inheritance law , a man's portion must be double that of a woman .",X-IT SAY THAT UNDER INHERITANCE LAW MAN X-POSS PORTION MUST BE DESC-DOUBLE THAT WOMAN,X-IT SAY THAT UNDER HERITAGE LAW MAN X-POSS PARTY MUST BE DESC-DOUBLE THAT WOMAN
this leads to discrimination in which minorities are abused and relegated to the poorest of circumstances .,THIS LEAD TO DISCRIMINATION IN WHICH MINORITY BE DESC-ABUSED AND RELEGATE TO DESC-POOREST CIRCUMSTANCE,THIS LEAD TO DISCRIMINATION IN WHICH MINORITY BE ABUSE AND RELEGATE TO DESC-POOREST CIRCUMSTANCE
"the decisions are difficult , but let us not prejudge them or write them off prematurely .",DECISION BE DESC-DIFFICULT BUT LET X-WE DESC-NOT PREJUDGE X-Y OR WRITE X-Y OFF DESC-PREMATURELY,DECISION BE DESC-DIFFICULT BUT LET X-WE DESC-NOT PREJUDGE X-Y OR WRITE X-Y OFF DESC-PREVIOUSLY
this is not entirely theoretical as the case of the danish cartoons illustrates .,THIS BE DESC-NOT DESC-ENTIRELY DESC-ORETICAL AS CASE DANISH CARTOON ILLUSTRATE,THIS BE DESC-NOT DESC-ENTIRELY DESC-THOROUGH AS CASE DANISH CARACTAGE ILLUSTRATE
why do we respond as if we are scientific illiterates on any new aspect of this area ?,WHY DO X-WE RESPOND AS IF X-WE BE DESC-SCIENTIFIC DESC-ILLITERATE ON ANY DESC-NEW ASPECT THIS AREA,WHY DO X-WE RESPOND AS IF X-WE BE DESC-SCIENTIFIC ILLIBERATE ON ANY DESC-NEW ASPECT THIS AREA
"5th world water forum in istanbul , 16 22 march 2009 vote",DESC-5TH WORLD WATER FORUM IN ISTANBUL 16 22 MARCH 2009 VOTE,5TH WORLD WATER FORUM IN ISTANBUL 16 22 MARCH 2009 VOTE
"i would like to draw a perhaps bold , but simple comparison with electrical energy .",X-I WOULD LIKE TO DRAW DESC-PERHAPS DESC-BOLD BUT DESC-SIMPLE COMPARISON WITH DESC-ELECTRICAL ENERGY,X-I WOULD LIKE TO DRAW DESC-PERHAPS DESC-BOLD BUT DESC-SIMPLE COMPARISON WITH DESC-ELECTRIC ENERGY
i am keen to hear the reasons that are prompting certain political groups to oppose this discussion .,X-I BE DESC-KEEN TO HEAR REASON THAT BE DESC-PROMPT DESC-CERTAIN DESC-POLITICAL GROUP TO OPPOSE THIS DISCUSSION,X-I BE DESC-KIND TO HEAR REASON THAT BE PROMPT DESC-CERTAIN DESC-POLITICAL GROUP TO OPPOSE THIS DISCUSSION
so i guess she is perfect for this european union .,DESC-SO X-I GUESS X-SHE BE DESC-PERFECT FOR THIS EUROPEAN UNION,DESC-SO X-I HAUNT X-SHE BE DESC-PERFECT FOR THIS EUROPEAN UNION
"pt madam president , i would like to lodge a complaint and an appeal .",PT MADAM PRESIDENT X-I WOULD LIKE TO LODGE COMPLAINT AND APPEAL,PT MADAM PRESIDENT X-I WOULD LIKE TO LOUNGE COMPLAINT AND APPEAL
our citizens demand and deserve better protection against terrorism and against organised or trans border crime .,X-WE CITIZEN DEMAND AND DESERVE DESC-BETTER PROTECTION AGAINST TERRORISM AND AGAINST ORGANISE OR TRAN BORDER CRIME,X-WE CITIZEN DEMAND AND DESERVE DESC-BETTER PROTECTION AGAINST TERRORISM AND AGAINST ORGANISE OR TRANS BORDER CRIME
the quality of our agricultural products is something that needs to be capitalised on .,QUALITY X-WE DESC-AGRICULTURAL PRODUCT BE SOMETHING THAT NEED TO BE CAPITALIZE ON,QUALITY X-WE DESC-AGRICULTURAL PRODUCT BE SOMETHING THAT NEED TO BE CAPITALISE ON
situation in the horn of africa vote,SITUATION IN HORN AFRICA VOTE,SITUATION IN HORNE AFRICA VOTE
i believe that the new order has brought with it a new global economic disorder .,X-I BELIEVE THAT DESC-NEW ORDER HAVE BRING WITH X-IT DESC-NEW DESC-GLOBAL DESC-ECONOMIC DISORDER,X-I BELIEVE THAT DESC-NEW ORDER HAVE BRING WITH X-IT DESC-NEW DESC-GLOBAL DESC-ECONOMIC DISEASE
you will receive that next week in conjunction with professor monti's report .,X-YOU WILL RECEIVE THAT NEXT WEEK IN CONJUNCTION WITH PROFESSOR MONTUS X-POSS REPORT,X-YOU WILL RECEIVE THAT NEXT WEEK IN CONNECTION WITH PROFESSOR MONTUS X-POSS REPORT
i protest against the constant breaches of the principle of subsidiarity in this chamber .,X-I PROTEST AGAINST DESC-CONSTANT BREACH PRINCIPLE SUBSIDIARITY IN THIS CHAMBER,X-I PROTEST AGAINST DESC-CONSTANT BRENCH PRINCIPLE SUBSIDIARITY IN THIS CHAMBER
this will be of great help to the ukrainians .,THIS WILL BE DESC-GREAT HELP TO UKRAINIAN,THIS WILL BE DESC-GREAT HELP TO UKRAINEIAN
